// Reference=MNI
// Elliott R, 2000: Positive correlation with reward level
// Subjects=9
9	-12	-3
18	9	-6

// Elliott R, 2000
// Subjects=9
6	-12	0
15	-3	6
-15	-3	6
-9	36	-3
9	36	3

// Izuma K, 2008
// Subjects=19
50	38	22
-20	36	-18
22	32	-24
10	30	36
-28	18	2
24	12	4
12	10	-4
-14	10	-4
10	10	2
-12	8	2
-24	4	12
16	-2	-6
-20	-6	18
22	-14	18
-14	-14	14
10	-20	16
4	-26	-14
30	-60	-32
-32	-62	-34
50	-34	44
-42	-46	40
14	-66	42
-14	-68	42

// de Greck M, 2009
// Subjects=10
18	20	-6
-18	16	-2
6	-28	-32
-4	48	-6
-38	34	-18
12	6	-6
22	-2	16
-58	-54	-8
-42	-16	46
-18	-38	18
6	26	22
-40	-28	36
-28	-38	18
-42	-26	-20
38	-28	10
-64	-40	18
-6	-44	44
68	-30	0
50	-42	-22
-46	34	18
0	18	26
-58	-6	-8
50	-30	-20
52	-38	-14
-18	-42	48
-38	-66	36
-40	52	-4
56	6	-30
26	-40	20
-24	-78	14

// Habib R, 2010
// Subjects=11
-53	-43	-5
-53	-50	41
-2	-12	37
26	-93	-2
-44	-24	62
38	-1	-22
26	-3	-23
-20	3	-20
57	-44	4
-26	-97	-5
-61	-26	33
2	-49	-4
-10	-18	-18
8	-84	34
59	23	3
57	-47	30
-18	-28	-17

// Habib R, 2010
// Subjects=11
59	-32	20

// de Greck M, 2010
// Subjects=12
-12	10	4
14	12	2
-18	6	-4

// Balodis I M, 2012
// Subjects=14
-9	-27	-18
-39	-72	18

// Balodis I M, 2012
// Subjects=14
-18	0	36
3	-87	-27

// Balodis I M, 2012
// Subjects=14
24	-48	9
0	33	-15

// Prehn K, 2013
// Subjects=11
-18	-27	27
-24	-33	24
36	-27	-3

// Pujara M, 2014
// Subjects=18
-21	9	-9
-12	-66	60
-36	42	39
-39	57	15
-45	-66	6

